vehicle_id,vehicle_type,distance_km,avg_speed_kmph,load_kg,traffic_index,road_gradient,weather,fuel_consumed_l
TS07-TF-7025,bus,17.0,23.5,3396,0.675,0.0954,clear,17.35
TS08-OW-8769,truck,25.4,19.7,7677,0.426,0.0827,clear,25.24
TS07-UY-7010,van,54.7,79.9,780,0.479,0.0879,rain,22.9
TS07-RQ-6959,truck,53.5,79.3,5092,0.742,0.0045,clear,34.6
TS09-NQ-5174,ev_van,6.9,89.0,1980,0.895,0.0401,clear,1.31
TS10-SH-6493,ev_van,40.3,25.2,935,0.189,0.0329,clear,4.25
TS10-MS-2139,truck,11.7,55.3,2609,0.138,0.0232,rain,4.91
TS08-SX-6813,truck,15.0,22.1,7195,0.63,0.0073,rain,12.42
TS10-IS-4206,van,52.3,78.0,478,0.231,-0.0032,rain,13.92
TS07-GP-9656,van,54.0,46.2,641,0.194,0.0845,clear,15.87
TS09-WU-6048,bus,7.7,69.8,2584,0.203,0.0437,fog,4.63
TS11-KL-7630,truck,52.8,14.5,6427,0.197,0.0521,fog,44.59
TS10-NL-9781,truck,44.5,76.6,3749,0.477,0.0114,rain,26.02
TS07-BM-1308,ev_van,47.2,31.0,822,0.964,0.0922,rain,7.96
TS08-OK-2829,bus,48.1,82.0,2638,0.828,0.0924,clear,47.57
TS08-PY-8032,ev_van,31.9,27.4,1225,0.543,0.0606,rain,4.8
TS09-DG-4965,bus,57.0,77.6,4417,0.081,0.0185,fog,36.32
TS08-RJ-8503,ev_van,14.4,23.1,2198,0.673,0.0079,clear,2.26
TS08-MS-2855,truck,31.8,67.1,2706,0.451,0.0514,clear,17.37
TS10-PQ-5090,truck,21.2,76.7,5727,0.778,0.0799,clear,17.04
TS11-UE-5999,ev_van,49.9,44.1,1813,0.494,0.096,fog,7.31
TS11-HN-7788,ev_van,7.7,32.3,1964,0.668,-0.0118,clear,0.94
TS08-NO-2597,truck,27.7,40.6,4687,0.2,0.0201,fog,13.5
TS07-OE-9533,bus,47.1,36.6,285,0.833,0.0269,rain,31.91
TS09-SK-3688,bus,20.8,64.5,4004,0.779,0.0243,clear,14.84
TS09-SK-3543,bus,16.7,15.7,3751,0.374,0.0601,clear,15.99
TS07-OR-5738,truck,18.0,15.4,4970,0.964,0.0457,clear,17.65
TS08-GJ-4130,ev_van,43.7,35.9,847,0.16,0.087,clear,5.12
TS08-YI-3255,truck,19.3,35.0,964,0.02,0.0067,clear,6.67
TS10-UM-7005,van,26.0,26.7,730,0.763,0.0279,clear,10.02
TS07-NB-2237,truck,34.1,71.5,1886,0.601,0.0449,clear,19.2
TS09-FA-2610,truck,56.6,14.0,1554,0.111,0.078,clear,38.23
TS10-PJ-9759,van,48.3,88.7,885,0.16,0.0788,fog,19.76
TS08-WI-1227,truck,13.6,74.9,736,0.131,0.0831,clear,6.76
TS07-HE-2415,van,53.3,45.4,954,0.167,0.0423,fog,15.41
TS08-ZF-3120,truck,51.2,83.3,7984,0.461,0.009,clear,34.94
TS11-FV-6587,ev_van,45.5,63.3,1376,0.051,0.0672,rain,4.98
TS11-OP-3032,van,32.5,59.3,1164,0.519,0.0946,clear,11.91
TS09-RZ-1872,ev_van,7.0,38.0,1857,0.605,0.0142,clear,0.86
TS07-AU-1741,truck,43.6,67.0,3862,0.727,0.0038,rain,26.63
TS11-JH-9774,truck,32.5,23.6,430,0.946,-0.0173,fog,17.68
TS10-OX-7791,bus,20.7,55.6,3375,0.082,0.06,clear,11.96
TS10-IZ-7473,bus,3.6,21.6,1964,0.035,0.0454,clear,2.3
TS11-ZO-4219,truck,16.2,48.9,4655,0.139,-0.0038,rain,7.06
TS11-ZD-6745,truck,37.5,63.2,1551,0.337,0.0039,fog,14.96
TS10-TZ-3269,bus,9.4,24.9,2999,0.525,0.0595,rain,8.25
TS11-QC-5598,truck,40.4,30.4,1710,0.004,0.0323,clear,18.57
TS07-YT-9141,bus,49.7,79.5,1933,0.692,0.008,clear,32.6
TS10-KL-9520,truck,21.1,33.2,5560,0.957,0.0527,fog,17.78
TS07-XK-6312,truck,7.7,19.9,1976,0.25,-0.0137,clear,3.64
TS10-CD-2446,van,11.0,39.4,1368,0.009,-0.0181,clear,2.42
TS10-BP-1971,bus,23.4,89.6,624,0.753,0.0113,rain,17.08
TS10-ZK-2909,truck,49.4,69.6,5560,0.77,0.0147,clear,30.27
TS09-RS-6728,bus,39.2,59.8,3326,0.044,-0.0075,clear,17.63
TS09-QF-2860,van,52.5,81.8,2479,0.617,-0.0062,rain,21.49
TS11-PW-6629,bus,59.7,66.8,3303,0.243,0.0001,fog,31.61
TS09-OR-2675,van,14.5,79.3,2984,0.633,0.067,fog,7.75
TS09-SC-1659,ev_van,42.6,66.5,755,0.726,0.0767,clear,5.43
TS07-PG-4925,bus,29.6,83.7,4504,0.223,0.0018,fog,20.8
TS07-GA-8265,ev_van,31.1,63.8,1194,0.261,0.0588,rain,3.36
TS09-EN-9395,van,21.6,34.0,1253,0.612,0.008,clear,7.16
TS11-WK-4244,truck,22.5,15.4,5906,0.582,0.0856,clear,23.4
TS08-HX-2237,bus,41.5,20.7,5742,0.886,0.0123,fog,45.02
TS11-XV-6647,van,38.4,54.5,2316,0.51,-0.0044,clear,12.14
TS11-AV-5598,ev_van,21.2,92.7,959,0.8,0.0327,clear,3.33
TS11-CY-6163,bus,9.8,75.0,3157,0.732,-0.0015,rain,7.01
TS07-NA-1745,truck,36.0,76.4,1894,0.666,0.0038,rain,19.85
TS09-VC-3360,van,45.1,67.1,1937,0.192,0.0207,clear,13.53
TS08-OA-6750,truck,34.8,87.0,3340,0.276,0.0593,rain,24.61
TS09-ZH-5443,van,3.2,73.0,839,0.567,-0.006,rain,0.93
TS07-XV-4193,bus,19.1,33.4,322,0.066,0.0141,rain,9.46
TS09-WH-3122,van,47.4,53.5,2791,0.045,0.083,rain,18.87
TS08-SF-1797,ev_van,45.3,45.6,381,0.05,0.0129,clear,3.35
TS07-ZW-9584,van,3.6,25.7,1122,0.921,0.0002,fog,1.46
TS08-LM-5714,van,29.8,30.5,733,0.689,0.044,clear,10.4
TS07-PB-3475,van,27.9,35.7,1584,0.837,-0.016,clear,9.14
TS08-RX-7286,van,40.2,26.4,746,0.963,0.0765,clear,18.99
TS09-NN-2329,ev_van,10.1,30.0,1893,0.701,0.0067,clear,1.39
TS11-XG-2035,truck,38.4,88.1,1954,0.515,-0.0041,clear,21.47
TS07-QA-1927,van,57.0,40.5,719,0.479,0.077,clear,19.78
TS10-DB-1184,truck,24.2,80.7,1892,0.746,0.0811,clear,16.14
TS10-JH-6755,ev_van,22.2,17.3,884,0.868,0.0682,rain,4.17
TS07-NM-7070,van,4.6,93.5,1997,0.83,0.0082,clear,2.24
TS10-RF-2261,bus,6.3,75.5,1416,0.493,0.0432,rain,4.25
TS09-BL-6627,truck,56.1,87.3,5635,0.774,0.0963,rain,60.57
TS11-QZ-6009,truck,58.6,55.7,3555,0.477,0.0373,clear,31.33
TS09-GR-8296,van,3.3,64.7,752,0.384,0.094,fog,1.19
TS08-BA-6690,truck,54.3,41.9,2072,0.298,0.0612,clear,26.56
TS10-DA-6889,truck,12.9,47.9,4313,0.055,0.0814,rain,7.14
TS08-KG-7462,ev_van,35.0,74.3,1071,0.201,0.0031,clear,3.04
TS10-BC-5995,van,41.7,16.1,1638,0.73,0.0912,rain,27.11
TS10-DE-7140,truck,23.5,15.0,6538,0.172,0.0824,fog,22.64
TS09-DP-1662,truck,33.2,84.6,557,0.901,0.0742,clear,24.41
TS08-SF-1571,ev_van,38.8,21.1,1105,0.079,0.0929,fog,5.64
TS11-FN-8421,van,14.1,71.8,1363,0.051,0.0747,clear,4.48
TS11-VI-8686,van,59.7,28.6,903,0.481,0.0492,rain,24.68
TS07-IF-5751,truck,14.6,42.4,3647,0.223,0.0578,clear,7.29
TS11-UZ-2232,truck,3.6,36.4,4620,0.103,0.0785,clear,2.15
TS10-SL-1877,truck,56.8,52.7,4763,0.06,0.0699,rain,31.93
TS07-XH-6735,van,27.5,80.6,2076,0.527,0.051,clear,11.77
TS11-MF-5362,truck,25.7,84.7,799,0.259,0.0518,fog,14.48
TS08-EV-4112,truck,18.7,30.4,3788,0.556,0.0856,rain,15.05
TS10-SO-5867,van,4.5,40.0,2321,0.148,-0.0188,rain,1.27
TS07-NT-2757,ev_van,18.1,81.5,1247,0.024,0.0662,clear,2.06
TS08-RZ-4527,van,25.4,19.4,2038,0.027,0.0479,fog,10.48
TS11-EO-9493,bus,32.7,21.7,3625,0.113,0.0806,fog,30.6
TS09-NE-5751,bus,29.1,51.8,2895,0.796,0.0047,rain,18.7
TS09-ZF-4297,bus,53.1,77.6,658,0.449,0.043,clear,32.04
TS10-YG-7253,truck,54.9,39.9,5139,0.624,-0.0047,clear,29.91
TS11-QL-3109,bus,21.1,17.8,3300,0.875,0.0591,clear,22.82
TS08-BD-4939,bus,57.7,92.3,233,0.213,0.0717,rain,44.49
TS07-AS-1638,van,52.3,89.9,779,0.871,0.0548,clear,25.02
TS07-PX-7519,ev_van,55.9,66.1,341,0.746,0.0466,clear,5.74
TS07-ET-7591,ev_van,43.3,68.6,1512,0.729,0.0212,clear,4.91
TS08-YX-7687,truck,14.3,89.5,318,0.871,0.0568,clear,9.92
TS10-UD-7305,bus,14.1,65.4,5086,0.126,0.0879,rain,11.77
TS11-FA-4247,truck,54.8,77.4,7590,0.541,0.0666,rain,46.61
TS08-YL-6950,bus,31.9,50.5,5858,0.484,-0.0172,fog,19.98
TS11-UT-9717,truck,53.8,30.9,1967,0.664,0.041,clear,30.89
TS10-GS-3894,truck,44.1,81.1,4062,0.238,0.0684,clear,29.3
TS08-QI-1219,van,15.1,68.8,2695,0.127,0.0405,clear,5.07
TS11-OR-8277,bus,24.9,36.0,4187,0.973,0.051,rain,24.03
TS10-PU-3658,ev_van,58.2,63.7,887,0.466,0.0894,fog,7.22
TS11-SE-2314,truck,4.1,79.8,6705,0.232,0.0849,clear,3.29
TS11-XZ-1908,truck,43.7,34.4,4677,0.129,-0.0102,clear,19.64
TS11-WT-5479,bus,58.8,75.8,4434,0.594,0.0413,fog,49.14
TS09-LA-5505,truck,8.9,18.0,7761,0.148,0.0547,clear,6.64
TS08-FB-5118,truck,18.5,63.9,7981,0.183,0.0822,clear,12.75
TS07-WX-8207,ev_van,34.2,94.9,1361,0.952,0.0119,clear,5.65
TS08-EN-7060,truck,51.1,83.9,1422,0.029,-0.0032,clear,20.34
TS07-WL-8377,truck,31.9,84.7,5033,0.187,0.0517,clear,20.34
TS07-LL-1432,van,6.4,68.5,2003,0.671,0.0361,rain,2.72
TS10-YO-4562,bus,10.2,50.3,3518,0.217,0.0109,rain,5.74
TS10-JJ-7834,van,24.4,68.2,1382,0.182,0.0932,clear,8.06
TS09-GK-8511,bus,21.4,38.7,3573,0.557,0.0181,rain,15.11
TS09-BW-7665,van,15.5,57.9,1695,0.696,-0.0134,clear,4.35
TS08-ZY-9960,truck,50.9,56.8,7569,0.431,-0.0129,clear,25.77
TS08-YU-8835,bus,4.5,57.1,5058,0.781,0.0041,clear,3.04
TS09-HF-9698,van,50.3,46.2,1302,0.815,-0.006,clear,14.33
TS09-YO-5808,ev_van,55.5,41.3,1513,0.623,0.0274,fog,6.82
TS07-KO-1983,bus,38.9,39.4,3483,0.578,-0.0103,clear,22.73
TS07-PG-7304,van,38.6,30.7,1630,0.816,0.0473,clear,16.27
TS09-KD-4653,truck,11.5,48.4,653,0.015,0.029,rain,4.15
TS09-OH-1250,truck,35.4,21.8,5758,0.511,0.0518,clear,28.78
TS11-YX-3608,truck,24.4,86.8,5904,0.129,0.0987,clear,19.11
TS10-DX-1049,van,16.1,17.8,1556,0.222,0.099,clear,7.88
TS09-WS-8768,truck,36.2,81.5,7232,0.949,0.03,clear,31.2
TS09-CA-2370,van,3.1,32.0,2955,0.004,0.024,clear,1.0
TS07-LB-2671,truck,18.8,82.8,6541,0.307,0.0618,rain,15.03
TS09-TR-1522,ev_van,40.4,71.8,2334,0.154,0.0241,clear,4.61
TS11-OJ-4444,van,28.9,88.4,1565,0.57,0.0734,clear,14.15
TS11-MG-4822,truck,11.3,84.2,7331,0.844,0.0522,rain,10.71
TS07-DI-2982,truck,3.1,70.2,7493,0.391,0.0039,clear,1.71
TS08-BP-2037,truck,18.4,24.6,5064,0.837,0.0298,clear,14.11
TS08-ZA-3517,ev_van,34.3,57.6,547,0.44,0.0836,clear,3.48
TS09-HI-2143,truck,33.5,40.2,1388,0.909,0.0464,clear,19.66
TS09-TP-9316,bus,10.5,85.5,2939,0.847,0.0652,clear,10.19
TS10-UL-6512,bus,38.0,84.4,4466,0.179,0.0652,clear,30.71
TS09-VN-4637,van,59.9,38.1,1604,0.885,0.0379,clear,24.59
TS07-WL-8185,bus,36.3,67.8,4839,0.193,0.0155,clear,21.25
TS10-AQ-5389,bus,33.1,40.1,4665,0.49,0.0516,rain,28.5
TS08-GQ-1776,ev_van,38.5,68.3,668,0.196,-0.0064,clear,2.9
TS10-WC-1071,truck,53.1,63.0,1236,0.386,0.0517,clear,24.06
TS07-SW-9892,van,56.9,54.4,2176,0.986,-0.0077,clear,18.99
TS07-MB-4340,truck,5.3,84.9,2699,0.765,0.0882,clear,4.3
TS08-PX-8241,bus,14.7,32.4,5602,0.554,0.0693,clear,13.44
TS07-GH-3256,ev_van,9.6,78.2,2198,0.935,0.0017,clear,1.38
TS08-PT-9457,van,47.0,69.2,1463,0.36,0.0742,clear,16.61
TS10-HE-4390,van,5.6,35.3,1825,0.173,0.0671,fog,2.08
TS10-ZK-2585,truck,54.5,47.0,6807,0.829,0.0674,rain,44.66
TS07-CQ-6307,bus,4.2,17.7,5254,0.012,0.0202,clear,3.35
TS10-AL-2623,bus,37.3,61.6,3430,0.805,0.0427,rain,28.82
TS08-QH-6934,bus,18.7,85.7,5837,0.022,0.0503,clear,15.22
TS08-NL-4453,bus,29.8,21.8,3222,0.284,0.0252,rain,23.92
TS07-OZ-6789,truck,28.2,23.0,521,0.355,0.0472,rain,16.39
TS10-UA-8133,truck,45.7,51.4,4589,0.319,0.0093,rain,23.04
TS08-RZ-9047,truck,31.3,35.3,6261,0.243,0.085,clear,22.21
TS09-VQ-2199,bus,27.0,35.0,5913,0.108,0.0952,rain,25.42
TS08-YX-9024,truck,44.6,65.0,1022,0.003,0.0192,clear,15.28
TS08-IU-1181,ev_van,55.8,46.1,1213,0.775,0.0211,rain,6.52
TS11-PQ-4945,van,48.3,82.1,1843,0.457,0.0059,clear,17.09
TS11-TB-5720,truck,45.0,47.6,7075,0.162,0.0838,clear,28.25
TS11-BT-3201,van,30.8,63.1,2204,0.082,-0.0004,clear,8.01
TS09-WM-1339,van,54.3,45.0,847,0.278,0.0759,clear,16.67
TS07-TY-3627,truck,30.7,33.2,6903,0.354,0.0799,clear,23.17
TS11-LB-5778,truck,56.0,51.1,5381,0.461,0.0179,clear,26.94
TS11-GY-6866,truck,48.8,71.8,7182,0.101,0.0732,clear,31.71
TS08-SK-1765,truck,11.6,91.1,6708,0.98,0.0344,clear,11.76
TS11-JO-7698,van,5.7,15.5,562,0.269,0.0218,clear,1.97
TS07-SJ-5900,ev_van,45.2,56.1,2409,0.441,0.0872,clear,6.54
TS09-UE-1968,truck,42.1,64.8,3744,0.709,0.0344,fog,26.54
TS09-DG-6916,van,37.3,19.1,2951,0.31,-0.0134,clear,14.99
TS11-SI-8329,truck,58.6,80.8,1659,0.082,0.0561,rain,32.21
TS09-ET-5650,van,34.1,34.9,2421,0.377,0.059,clear,14.74
TS08-RS-3013,van,22.8,84.6,1054,0.553,0.0562,clear,9.89
TS07-NB-6745,bus,35.2,57.9,460,0.842,0.0232,clear,18.71
TS09-FP-4379,truck,4.6,24.6,7954,0.368,0.0614,clear,3.78
TS08-FR-9125,van,36.0,73.4,1050,0.89,0.0149,fog,13.42
TS10-GV-2087,ev_van,54.4,25.0,385,0.546,0.0357,clear,6.45
TS08-AW-1404,truck,3.2,71.8,6912,0.717,0.006,clear,2.06
TS09-EF-6473,truck,51.2,79.1,3570,0.03,0.0536,rain,27.02
TS11-AE-3580,truck,48.7,59.8,4696,0.896,0.0773,rain,35.54
TS11-BE-4632,van,9.0,34.5,2958,0.213,-0.0083,rain,3.28
TS08-BO-6467,van,51.3,48.3,1546,0.326,-0.0168,clear,12.88
TS07-RB-7581,van,46.5,55.8,388,0.524,0.0713,fog,15.02
TS08-FF-8815,van,31.0,67.3,2135,0.96,0.0187,clear,11.72
TS09-RF-1509,ev_van,17.0,64.6,1834,0.346,0.0189,clear,1.76
TS07-LI-7909,van,19.4,45.2,744,0.221,0.0478,rain,5.81
TS10-IL-4433,truck,37.9,74.9,4454,0.961,0.0384,fog,27.05
TS10-QQ-1499,van,17.0,76.0,1234,0.808,-0.0054,fog,5.73
TS08-ZI-2570,truck,21.5,69.8,589,0.663,0.0713,clear,12.03
TS07-AU-1047,truck,56.1,34.6,2630,0.41,0.0012,fog,28.03
TS09-KC-8957,ev_van,44.6,51.0,2292,0.42,0.0791,clear,6.04
TS10-VY-9207,van,45.0,47.9,1041,0.951,0.0717,fog,19.17
TS10-NS-5038,ev_van,57.5,79.8,713,0.069,0.0001,rain,5.35
TS07-KM-1417,bus,3.3,79.1,5657,0.758,0.071,clear,3.25
TS11-XK-5465,bus,16.9,83.9,2417,0.601,0.0593,clear,14.65
TS11-LR-5635,bus,40.5,31.2,5655,0.968,0.0978,rain,54.47
TS08-UF-3020,truck,28.0,74.1,7066,0.558,0.0654,clear,21.34
TS10-SY-7396,truck,9.4,84.2,3870,0.281,0.0268,fog,5.74
TS07-WK-1078,bus,47.5,25.8,2433,0.78,0.0544,fog,44.4
TS09-EK-5238,truck,5.7,15.3,1274,0.986,0.0594,rain,5.33
TS07-WN-9685,ev_van,34.0,20.8,638,0.907,0.0695,clear,5.55
TS09-PV-2908,truck,35.1,62.3,2013,0.295,0.0362,rain,17.68
TS11-EZ-6754,truck,39.2,47.0,3869,0.346,0.0793,rain,22.93
TS09-FO-5977,van,21.0,28.2,1242,0.755,0.0144,clear,7.7
TS11-VM-4507,truck,4.3,55.8,6443,0.598,0.0956,clear,3.22
TS08-JA-1325,ev_van,53.7,77.2,882,0.012,0.0173,rain,5.04
TS10-GK-7283,van,56.0,83.0,1389,0.142,-0.0155,clear,15.62
TS10-JT-2424,truck,30.5,74.4,1157,0.085,0.004,clear,11.04
TS09-CN-1855,van,4.2,85.5,959,0.179,0.0913,clear,1.64
TS11-RG-6512,van,36.1,62.1,2392,0.305,0.0748,clear,14.1
TS08-NE-5502,van,21.0,81.5,2180,0.967,0.0327,clear,9.67
TS07-DP-5504,van,13.4,46.6,1326,0.676,0.0886,clear,5.27
TS08-BL-9331,van,12.6,82.8,1817,0.055,0.0096,clear,3.81
TS10-BY-4811,van,13.2,86.4,1483,0.607,0.008,fog,5.36
TS09-AI-8074,truck,21.9,69.0,7183,0.437,-0.0045,clear,11.98
TS08-EC-9323,van,19.0,47.8,1305,0.754,0.0331,clear,6.43
TS11-BY-8386,ev_van,50.7,35.4,1861,0.884,0.0417,clear,7.53
TS08-RG-3247,van,31.2,39.0,812,0.065,-0.0026,clear,7.01
TS10-FJ-4218,van,27.4,23.0,1415,0.98,-0.0062,rain,12.03
TS07-VR-8756,bus,11.3,15.9,3270,0.058,0.0269,fog,8.75
TS09-EH-4180,van,52.9,46.4,493,0.732,0.0079,fog,15.83
TS11-GS-2103,ev_van,6.1,15.5,1551,0.903,0.0489,clear,1.14
TS11-QL-4112,truck,16.7,85.1,4682,0.752,0.0429,clear,13.05
TS08-FP-8793,truck,38.4,65.9,1438,0.151,-0.0005,rain,14.54
TS08-TO-7963,bus,43.0,82.0,5992,0.208,-0.0184,fog,30.97
TS10-BA-9235,bus,48.7,48.9,736,0.041,0.0574,fog,24.12
TS07-OT-5533,van,26.4,30.6,2707,0.131,0.0727,fog,11.22
TS07-AR-9078,truck,22.8,36.1,4034,0.061,0.0386,clear,11.17
TS08-OY-8425,bus,19.4,82.9,1492,0.054,0.0491,rain,11.92
TS09-RY-8169,van,35.4,22.1,516,0.562,0.0954,clear,15.57
TS09-SI-9287,van,22.9,70.0,2158,0.077,0.0721,clear,8.12
TS07-FI-2818,van,21.7,30.7,2312,0.425,0.0201,rain,9.22
TS09-SX-5512,van,4.0,41.3,2086,0.71,0.082,clear,1.85
TS10-PA-7376,van,57.1,12.3,1376,0.015,0.0458,clear,23.21
TS07-OZ-8088,van,6.5,51.8,683,0.639,0.0426,clear,2.0
TS09-IV-8730,van,18.4,22.7,2411,0.757,0.063,clear,10.48
TS08-CP-6705,bus,55.5,83.4,5253,0.537,0.0315,clear,51.77
TS11-XF-3273,van,44.9,20.1,1297,0.476,0.0857,clear,21.48
TS11-IL-3748,truck,36.0,32.8,6761,0.731,0.0001,clear,24.51
TS08-OH-4715,truck,40.7,13.2,5158,0.53,0.0306,clear,33.09
TS08-CU-9020,bus,8.5,94.4,3256,0.509,-0.0122,rain,7.25
TS09-FQ-5806,ev_van,49.1,65.2,1604,0.802,0.0646,clear,6.74
TS09-PS-1366,van,17.3,65.4,502,0.838,0.0124,rain,5.33
TS07-CE-9744,truck,57.5,55.1,1178,0.368,0.0311,clear,24.07
TS10-RS-1302,van,16.2,84.0,2235,0.415,0.0864,fog,8.21
TS08-UM-5576,truck,38.6,24.0,7766,0.801,0.0024,fog,32.37
TS10-BU-7126,van,34.1,77.8,1622,0.545,-0.0197,fog,11.26
TS09-MB-2844,van,11.2,79.0,351,0.687,0.0494,clear,3.68
TS08-WC-3622,van,23.7,15.0,391,0.075,0.0325,rain,8.44
TS07-HA-3454,van,47.5,23.0,1509,0.095,-0.0134,clear,13.35
TS10-TJ-7354,truck,15.1,57.4,5330,0.532,0.0155,fog,8.59
TS10-XU-3063,bus,57.9,19.5,1098,0.819,0.0087,clear,45.01
TS09-UH-6156,ev_van,19.8,35.4,276,0.317,0.0113,clear,1.66
TS09-IF-1319,van,38.7,45.5,2243,0.961,0.0748,clear,17.91
TS10-VQ-3169,bus,38.3,25.0,1048,0.76,0.0166,rain,27.22
TS07-QF-5939,bus,29.8,70.4,2741,0.782,0.0388,rain,24.5
TS11-AP-9948,truck,40.4,53.1,5926,0.834,0.0119,clear,24.9
TS08-VV-5377,truck,45.4,65.1,1177,0.254,0.0941,clear,21.74
TS08-RQ-5288,truck,38.3,51.4,3653,0.33,0.0729,rain,23.14
TS07-TF-2208,bus,34.9,46.2,846,0.118,0.0308,fog,16.06
TS07-LD-4019,ev_van,37.6,52.9,999,0.38,0.0672,clear,3.97
TS08-LU-5053,bus,25.9,86.7,5492,0.036,0.0178,rain,19.46
TS09-DC-9787,truck,7.0,44.9,5552,0.751,-0.0101,clear,3.52
TS10-AO-1090,truck,12.1,65.3,380,0.803,0.0317,clear,5.87
TS07-JR-6582,truck,37.6,81.2,1249,0.214,0.0478,clear,20.24
TS10-EE-5798,van,55.8,63.6,1023,0.49,0.0219,rain,16.75
TS11-SR-1846,bus,4.5,30.8,5394,0.672,0.0282,clear,3.99
TS11-ZP-4029,van,34.0,22.1,2292,0.743,0.0657,fog,20.45
TS10-QY-1996,van,17.4,61.0,1929,0.969,0.0875,clear,8.29
TS09-SJ-8563,truck,35.0,72.4,1390,0.201,0.0873,clear,19.41
TS07-CU-2132,van,45.7,75.8,2801,0.247,0.0491,clear,18.64
TS09-HR-1107,ev_van,44.9,69.6,2059,0.854,0.0555,rain,7.79
TS08-ZJ-6384,bus,44.3,12.3,1589,0.097,0.0439,clear,32.18
TS11-PT-9629,truck,47.4,76.2,3354,0.786,0.0245,clear,29.66
TS10-VN-8327,ev_van,7.1,62.2,1185,0.133,0.0686,clear,0.76
TS10-IO-4013,ev_van,32.0,94.0,1551,0.464,-0.0067,clear,4.21
TS08-HM-4119,bus,17.9,75.5,2374,0.592,0.0873,clear,12.93
TS10-JM-2259,van,55.5,47.7,788,0.768,0.014,clear,15.7
TS08-JY-5020,truck,47.6,68.1,5403,0.115,0.0063,clear,21.19
TS07-IS-2487,van,9.1,63.1,2097,0.824,0.0129,clear,3.3
TS07-JJ-5327,bus,16.9,40.0,2766,0.851,0.0774,clear,13.83
TS07-SF-7400,truck,28.9,56.3,3996,0.793,0.0123,clear,15.43
TS09-FM-1329,van,57.9,29.0,342,0.937,0.0531,clear,22.42
TS10-HJ-2414,ev_van,9.3,19.3,1249,0.872,0.0212,clear,1.45
TS08-KF-9813,van,35.4,72.8,2441,0.768,0.0588,clear,16.28
TS08-EO-3869,truck,22.5,43.9,4814,0.579,0.051,clear,13.56
TS09-SC-5582,truck,39.8,74.7,7381,0.809,0.0997,rain,41.13
TS07-BC-2455,ev_van,40.0,52.5,1848,0.975,0.0173,rain,5.7
TS08-YX-1928,ev_van,16.7,79.2,1989,0.637,0.022,clear,2.23
TS11-QO-8130,bus,47.8,73.4,2859,0.243,0.0039,clear,25.88
TS09-GN-7524,van,8.2,75.4,686,0.248,0.0357,clear,2.25
TS10-EY-3562,bus,49.6,47.6,5491,0.796,0.0805,clear,43.75
TS11-IB-9966,bus,15.1,91.8,4023,0.989,0.0053,clear,15.1
TS09-FA-2162,truck,36.6,45.6,7294,0.21,0.0954,fog,27.62
TS07-YE-2457,truck,22.8,77.8,5017,0.97,-0.0184,clear,13.69
TS11-WF-6853,truck,37.8,52.6,3745,0.268,0.0766,fog,22.73
TS09-OI-7761,van,18.2,31.5,577,0.413,0.063,clear,6.09
TS11-SX-1994,truck,35.4,64.2,3302,0.908,0.0886,clear,24.89
TS10-ZN-9476,truck,3.5,50.9,4861,0.962,0.0426,clear,2.42
TS08-XY-6599,bus,24.3,33.9,5598,0.567,0.0617,clear,21.52
TS10-NI-5825,truck,50.1,43.8,6669,0.95,-0.0141,clear,30.58
TS11-AF-5494,truck,29.4,25.3,4203,0.842,0.0273,fog,22.38
TS08-QJ-6927,van,31.5,93.9,1454,0.866,0.0725,clear,17.96
TS07-IS-5241,bus,38.4,65.4,393,0.868,-0.0069,fog,20.04
TS10-QI-4854,van,27.7,26.4,1183,0.386,0.0739,fog,11.1
TS11-ZA-7348,ev_van,52.4,75.5,2457,0.031,0.017,rain,6.41
TS09-AQ-1209,truck,26.0,62.0,5980,0.165,0.0224,fog,13.45
TS08-RV-4713,ev_van,56.7,72.0,1407,0.074,0.0577,clear,6.0
TS11-VL-2556,ev_van,53.0,60.5,2183,0.242,-0.0106,fog,5.03
TS10-AX-4492,van,27.0,17.0,265,0.055,0.055,rain,9.91
TS10-TM-9744,van,23.9,28.9,2881,0.277,0.0896,clear,12.03
TS10-WC-5356,van,41.6,75.8,2159,0.589,-0.0087,rain,15.05
TS11-VL-1632,van,46.1,74.6,237,0.141,0.0104,fog,11.51
TS08-OQ-9317,van,13.6,74.6,2175,0.316,-0.0184,fog,4.17
TS07-KH-9639,truck,16.7,13.3,848,0.224,0.0422,clear,10.3
TS07-FH-1950,ev_van,11.3,78.8,1671,0.095,0.0677,clear,1.44
TS10-NO-9164,van,46.4,48.4,1042,0.676,0.0912,clear,17.41
TS09-IJ-8200,van,43.7,69.6,794,0.893,0.0242,rain,15.15
TS09-ER-7709,bus,13.8,34.6,3843,0.716,-0.0021,clear,9.39
TS08-OO-2574,truck,33.6,75.9,3586,0.684,-0.0165,rain,18.43
TS07-SQ-7423,bus,46.6,93.5,574,0.983,0.019,clear,38.06
TS08-NZ-3028,bus,57.0,33.0,4970,0.731,0.0415,fog,54.44
TS10-DB-9614,bus,13.2,77.1,1744,0.047,0.0881,rain,9.18
TS07-RN-8282,truck,20.3,62.2,5022,0.218,0.006,clear,9.11
TS09-SX-8464,truck,22.9,34.7,4953,0.637,0.0738,clear,16.84
TS10-EE-5472,bus,38.6,36.4,526,0.639,0.0377,rain,24.97
